year,grid_size,grid_numbers_half,final_money,profit_rate,sharpe_ratio,trade_count,start_date,end_date,contracts
2024,0.005,2,99990.94627172111,-9.053728278884954e-05,0.0709087485186285,155,2024-07-01 09:01:00,2024-08-30 15:00:00,"JD2409, JD2410"
2024,0.005,3,100304.69077839536,0.0030469077839536673,0.2628872837665749,159,2024-07-01 09:01:00,2024-08-30 15:00:00,"JD2409, JD2410"
2024,0.005,4,100867.50373053586,0.008675037305358568,0.385485534176405,149,2024-07-01 09:01:00,2024-08-30 15:00:00,"JD2409, JD2410"
2024,0.005,5,101313.77930006415,0.013137793000641551,0.43248353289024105,159,2024-07-01 09:01:00,2024-08-30 15:00:00,"JD2409, JD2410"
2024,0.01,2,101237.70193392738,0.01237701933927382,0.707023642865992,48,2024-07-01 09:01:00,2024-08-30 15:00:00,"JD2409, JD2410"
2024,0.01,3,103578.52145241937,0.0357852145241937,1.762280984238065,43,2024-07-01 09:01:00,2024-08-30 15:00:00,"JD2409, JD2410"
2024,0.01,4,103457.81595558043,0.034578159555804344,1.4276110995928541,43,2024-07-01 09:01:00,2024-08-30 15:00:00,"JD2409, JD2410"
2024,0.01,5,103928.26048249567,0.0392826048249566,4.000676667279829,43,2024-07-01 09:01:00,2024-08-30 15:00:00,"JD2409, JD2410"
2024,0.015,2,102263.67400595448,0.022636740059544858,1.6055137253644547,18,2024-07-01 09:01:00,2024-08-30 15:00:00,"JD2409, JD2410"
2024,0.015,3,102479.61590204811,0.024796159020481046,3.6300804774024837,18,2024-07-01 09:01:00,2024-08-30 15:00:00,"JD2409, JD2410"
2024,0.015,4,102487.17258797164,0.024871725879716422,3.631736368653953,18,2024-07-01 09:01:00,2024-08-30 15:00:00,"JD2409, JD2410"
2024,0.015,5,102487.17258797164,0.024871725879716422,3.631736368653953,18,2024-07-01 09:01:00,2024-08-30 15:00:00,"JD2409, JD2410"
2024,0.02,2,102017.274279207,0.020172742792070153,1.5381894452435858,12,2024-07-01 09:01:00,2024-08-30 15:00:00,"JD2409, JD2410"
2024,0.02,3,102215.76696851786,0.022157669685178627,3.90978190615066,12,2024-07-01 09:01:00,2024-08-30 15:00:00,"JD2409, JD2410"
2024,0.02,4,102215.76696851786,0.022157669685178627,3.90978190615066,12,2024-07-01 09:01:00,2024-08-30 15:00:00,"JD2409, JD2410"
2024,0.02,5,102215.76696851786,0.022157669685178627,3.90978190615066,12,2024-07-01 09:01:00,2024-08-30 15:00:00,"JD2409, JD2410"
