time,open,high,low,close,volume,amount,settelementPrice,openInterest,preClose,suspendFlag
1737388800000,552.5,552.5,552.5,552.5,0,0.0,0.0,5,552.5,0
1737475200000,490.5,496.5,463.5,463.5,10,70972.5,500.5,12,533.5,0
1737561600000,493.5,493.5,490.0,490.5,3,22110.0,526.5,13,463.5,0
1737648000000,506.5,506.5,486.5,489.5,10,73560.0,551.0,22,490.5,0
1737907200000,478.0,527.5,478.0,527.5,2,15082.5,524.5,24,489.5,0
1738684800000,366.5,366.5,362.0,362.0,2,10927.5,408.0,22,527.5,0
1738771200000,354.5,354.5,354.5,354.5,1,5317.5,401.5,22,362.0,0
1738857600000,360.0,360.0,360.0,360.0,1,5400.0,405.0,23,354.5,0
1739116800000,360.0,360.0,360.0,360.0,0,0.0,392.0,23,360.0,0
1739203200000,392.0,392.0,392.0,392.0,0,0.0,409.0,23,392.0,0
1739289600000,409.0,409.0,409.0,409.0,0,0.0,0.0,23,409.0,0
1739376000000,433.5,433.5,433.5,433.5,0,0.0,424.0,23,433.5,0
1739462400000,368.5,368.5,308.5,308.5,6,32265.0,398.0,19,424.0,0
1739721600000,349.5,363.0,347.0,363.0,9,47122.5,380.0,25,308.5,0
1739808000000,338.0,338.0,338.0,338.0,1,5070.0,391.5,25,363.0,0
1739894400000,338.0,338.0,338.0,338.0,0,0.0,377.0,25,338.0,0
1739980800000,319.0,319.5,319.0,319.5,3,14362.5,351.5,25,377.0,0
1740067200000,319.5,319.5,319.5,319.5,0,0.0,346.5,25,319.5,0
1740326400000,346.5,346.5,346.5,346.5,0,0.0,0.0,25,346.5,0
1740412800000,369.5,369.5,369.5,369.5,0,0.0,375.0,25,369.5,0
1740499200000,348.0,376.5,342.0,362.5,54,289230.0,376.5,72,375.0,0
1740585600000,366.0,366.0,351.5,365.5,22,118650.0,374.5,61,362.5,0
1740672000000,351.0,376.0,351.0,376.0,24,133507.5,387.0,52,365.5,0
1740931200000,380.5,390.5,356.0,356.0,21,117397.5,395.5,57,376.0,0
1741017600000,336.0,343.0,335.5,343.0,16,81045.0,359.5,62,356.0,0
1741104000000,333.0,339.5,333.0,339.5,6,30067.5,358.0,63,343.0,0
1741190400000,321.5,338.0,298.5,298.5,37,179812.5,336.0,69,339.5,0
1741276800000,308.0,308.0,294.5,294.5,11,50542.5,320.0,74,298.5,0
1741536000000,301.5,303.5,288.5,288.5,12,53587.5,319.0,78,294.5,0
1741622400000,295.0,313.5,295.0,313.5,12,55455.0,326.0,74,288.5,0
1741708800000,281.0,286.0,281.0,282.0,8,33825.0,297.5,79,313.5,0
1741795200000,266.0,266.0,258.5,258.5,12,47317.5,0.0,79,282.0,0
1741881600000,244.5,244.5,198.0,203.5,68,211702.5,243.5,94,258.5,0
1742140800000,199.5,207.0,199.5,206.0,19,58125.0,232.5,93,203.5,0
1742227200000,218.5,220.0,200.0,201.0,30,98460.0,230.5,89,206.0,0
1742313600000,190.0,190.0,184.5,185.5,33,94957.5,214.5,106,201.0,0
1742400000000,200.5,200.5,187.5,190.5,28,81802.5,223.5,121,185.5,0
1742486400000,210.0,227.0,198.0,217.0,134,428182.5,225.0,120,190.5,0
1742745600000,222.5,232.0,206.5,206.5,67,225870.0,232.0,113,217.0,0
1742832000000,207.0,209.5,186.5,186.5,68,197865.0,0.0,112,206.5,0
1742918400000,168.0,168.0,148.0,154.5,107,265620.0,188.0,75,186.5,0
1743004800000,152.0,156.5,145.5,148.5,96,222202.5,172.5,124,154.5,0
1743091200000,142.5,145.0,123.5,128.5,120,239287.5,158.0,138,148.5,0
1743350400000,129.5,133.0,124.0,126.5,324,619245.0,155.5,375,128.5,0
1743436800000,135.5,156.5,135.5,145.0,258,565762.5,176.0,368,126.5,0
1743523200000,149.0,154.0,145.0,146.5,64,143400.0,175.5,370,145.0,0
1743609600000,148.5,175.0,148.0,171.5,88,216525.0,175.0,392,146.5,0
1743955200000,460.0,600.5,445.5,532.0,58,436567.5,524.5,372,171.5,0
1744041600000,480.5,531.5,480.5,496.0,73,552675.0,521.0,403,532.0,0
1744128000000,473.5,477.5,434.5,460.0,228,1537620.0,480.5,507,496.0,0
1744214400000,464.5,464.5,320.0,324.5,151,834855.0,407.5,404,460.0,0
1744300800000,345.5,364.5,335.0,342.5,116,608467.5,364.5,364,324.5,0
1744560000000,320.0,320.0,294.0,310.0,68,311055.0,0.0,358,342.5,0
1744646400000,315.0,315.0,253.0,255.5,100,413265.0,308.0,396,310.0,0
1744732800000,252.0,255.0,232.0,233.5,369,1348140.0,263.0,429,255.5,0
1744819200000,222.0,277.0,221.0,277.0,158,552712.5,240.5,404,233.5,0
1744905600000,268.0,289.0,251.0,260.0,47,185730.0,272.5,408,277.0,0
1745164800000,264.5,264.5,242.5,242.5,61,226500.0,267.0,412,260.0,0
1745251200000,251.0,287.0,250.5,283.0,235,956295.0,282.5,376,242.5,0
1745337600000,282.0,286.0,263.0,267.5,250,1027980.0,294.5,500,283.0,0
1745424000000,271.5,272.0,232.0,242.5,65,244575.0,0.0,531,267.5,0
1745510400000,233.5,245.5,217.0,231.0,253,866497.5,243.0,479,242.5,0
1745769600000,239.5,255.5,232.5,247.0,193,703875.0,254.5,550,231.0,0
1745856000000,235.5,253.0,232.0,246.0,85,304215.0,268.0,547,247.0,0
1745942400000,238.0,270.0,232.5,270.0,127,461137.5,257.5,497,246.0,0
1746460800000,198.0,207.0,191.5,198.0,108,322702.5,223.5,468,270.0,0
1746547200000,195.5,209.0,192.0,201.0,69,205305.0,225.0,478,198.0,0
1746633600000,208.5,253.5,198.0,251.0,156,527737.5,258.0,502,201.0,0
1746720000000,235.0,242.5,214.0,215.0,295,1006087.5,276.0,572,251.0,0
1746979200000,212.5,225.5,188.5,190.0,320,998737.5,253.5,602,215.0,0
1747065600000,260.0,260.0,175.5,180.0,386,1201507.5,248.0,682,190.0,0
1747152000000,193.0,200.0,176.0,176.5,194,530730.0,0.0,680,180.0,0
1747238400000,210.0,263.0,197.5,224.5,1093,3602130.0,258.5,1022,176.5,0
1747324800000,206.0,212.5,177.5,197.5,570,1650832.5,237.0,1119,224.5,0
1747584000000,201.5,218.0,167.0,174.5,773,2239582.5,243.0,1248,197.5,0
1747670400000,170.0,180.5,164.0,180.5,443,1154175.0,216.5,1299,174.5,0
1747756800000,158.0,165.5,120.0,127.0,1492,3195030.0,182.5,994,180.5,0
1747843200000,126.0,128.5,111.5,119.0,907,1649160.0,158.5,1192,127.0,0
1747929600000,126.0,139.0,117.5,122.0,725,1389952.5,161.5,1112,119.0,0
1748188800000,120.5,130.5,109.0,113.5,1051,1822657.5,0.0,1300,122.0,0
1748275200000,105.0,120.5,104.0,117.5,1238,2126130.0,144.0,1538,113.5,0
1748361600000,115.0,123.0,105.0,113.5,1481,2503035.0,143.0,1743,117.5,0
1748448000000,109.5,119.0,102.5,107.5,926,1542952.5,149.0,1803,113.5,0
1748534400000,95.0,118.0,95.0,105.0,1160,1882552.5,143.5,1704,107.5,0
1748880000000,65.0,80.5,65.0,79.0,1430,1587262.5,94.5,1395,105.0,0
1748966400000,74.0,74.5,68.0,72.5,762,807007.5,88.5,1524,79.0,0
1749052800000,73.0,73.5,64.0,66.0,595,622725.0,88.0,1513,72.5,0
1749139200000,55.0,60.5,40.0,53.5,1662,1399042.5,66.0,1440,66.0,0
1749398400000,55.0,56.5,50.0,51.5,1081,863992.5,68.0,1640,53.5,0
1749484800000,51.0,51.5,43.5,45.0,915,642217.5,0.0,1759,51.5,0
